dataset/Cou001_The same as you..wav|同じで
dataset/Cou038_No, it’s not like that. I learn a lot from you. It isn’t like the things I learn from books..wav|そんなことないよ。トコさんの話はすごく勉強になるの。本みたいな情報じゃないもの。
dataset/Cou038_What kind of research?.wav|どんな研究?
dataset/Cou038_When you get sick in the brain, is your mind is really sick?.wav|脳の障害って何かが壊れてしまうの?
dataset/Cou039_I can’t see them anymore..wav|もう見えないから
dataset/Cou038_When you get sick in the head, is your head really sick?.wav|頭がおかしくなるのって、本当にどこかおかしくなるの?
dataset/Cou039_Did something happen? Touko-san?.wav|何かあったの? トウコさん?
dataset/Cou039_I feel bad for you Touko-san..wav|えへへ、かわいそうなとうこさん
dataset/Cou039_I found the homepage for this research center..wav|この研究所のホームページに
dataset/Cou039_But this is a research center, isn’t it?.wav|でもここは研究所なんでしょ?
dataset/Cou039_I read it in the paper. It was on the bulletin board here, too..wav|新聞で読んだから それとここの掲示板で
dataset/Cou039_I’m not a research subject, am I?.wav|それに私は研究対象外なんでしょ?
dataset/Cou039_That’s why I’m not useful to you..wav|だからトウコさんの役に立てない
dataset/Cou039_I’m wasting your time..wav|私は 時間の無駄だもの
dataset/Cou039_Touko-san... are you okay?.wav|トウコさん、大丈夫?
dataset/Cou039_There’s nothing for you to worry about, Touko-san. It was a suicide..wav|どうこさんが気にすることはないと思う だって 自殺なんだから
dataset/Cou039_Why?.wav|どうしてなの?
dataset/Cou039_What kind of research do you do?.wav|トウコさんの研究って、何の研究なの?
dataset/Cou039_We can end now if you’d like..wav|もう、終わりにしてもいいよ
dataset/Cou039_You told me yourself..wav|ふふっ、先生が教えてくれたんだよ、自分で
dataset/Cou039_I saw the list of researchers and published dissertations, but I couldn't find you..wav|研究員のリスト発表された論文が一覧で でも 東子さんだけが 東子さんの論文を読むことができると 東子さんは思っていたのです でも 東子さんは 東子さんの論文を読むことができない と 東子さんは思っていたのです 東子さんは思っていたのです 東子さんは思っていたのです 東子さんは思っていたのです 東子さんは思っていたのです 東子さんは思っていたのです 東子さんは思っていたのです 東子さんは思っていたのです 東子さんは思っていたのです 東子さんは思っていたのです
dataset/Cou030_What’s the difference between a memory and a record?.wav|記憶は記録とどう違うの?
dataset/Cou039_You’re an apprentice after being here for 3 years?.wav|もう3年近くも経つのに?
dataset/Cou040_Are you very busy?.wav|忙しいの?
dataset/Cou040_Can you do your research?.wav|研究のできる?
dataset/Cou040_I can go buy you some..wav|私、紅茶買ってくる
dataset/Cou039_You’re tired, Sensei. Maybe you should sleep a little..wav|先生、疲れてるんだね。少しゆっくり眠った方がいいんじゃない?
dataset/Cou040_Maybe I should go home?.wav|私、帰った方がいいかな?
dataset/Cou040_Touko-san..wav|トウコさん
dataset/Cou040_I don’t think I would understand. Instead of something like that....wav|私には多分わからない そんなことよりも
dataset/Cou040_You aren’t sad?.wav|寂しくない?
dataset/Cou040_Things about me..wav|私のこと
dataset/Cou040_Yes. I think everything is going to work out well..wav|うん、すべてがうまくいきそうなの
dataset/Cou022_No. I’m me and I’m not me..wav|違う 私は私で そうじゃないの
dataset/Cou039_You can’t do your own research because you’re busy with miscellaneous tasks..wav|雑用ばっかりで自分の研究ができなくて !
dataset/Cou041_Kyoko-chan..wav|キョウコちゃん
dataset/Cou041_Misato-chan?.wav|ミサトちゃん?
dataset/Cou041_Why do you ask?.wav|なんでそんなことを聞くの?
dataset/Cou042_About me personally?.wav|私自身のため?
dataset/Cou039_You’re busy with miscellaneous tasks and can’t do your own research. Does that bother you?.wav|雑用ばっかりで自分の研究ができなくて辛いの?
dataset/Cou041_He is. He brings me gifts when he goes to work..wav|優しいよ。出張に行くたびにお土産買ってくれるの。
dataset/Cou041_Oh. Misato-chan. Is she going to be in your charts, too?.wav|そう…ミサトちゃんもカルテになるの?
dataset/Cou042_For you to write your report?.wav|レポートを書くために?
dataset/Cou042_And?.wav|それで? そっ
dataset/Cou041_He goes to work. He’s not around home much..wav|お仕事で出張に行ったり、戻ってきてもあんまり家にいないよ。
dataset/Cou041_Yes. But I can’t walk there..wav|そう、近所だけど歩いてはいけない。
dataset/Cou039_You’re okay now. You have time for your own research now?.wav|もう大丈夫だものね。自分の研究の時間が取れるから。 どうぞ。
dataset/Cou042_Is that what you believe?.wav|トウコさんはそう信じるのね
dataset/Cou041_Yes. When I go to Misato-chan’s home, I always have my mom or dad drive me there..wav|うん。ミサトちゃんの家に行くときは、いつもお父さんかお母さんに車で送ってもらうの。
dataset/Cou042_That she exists?.wav|彼女の存在? そう。
dataset/Cou042_She can’t be contacted. She moved away..wav|連絡は取れないの? もう引っ越しちゃったから
dataset/Cou042_Ha, ha. What do you mean? That’s silly of you..wav|ふふっ、どうしたの? おかしなトウコさん、今日も。
dataset/Cou042_The truth?.wav|本当のこと?
dataset/Cou043_How would I prove that she exists?.wav|存在はどう認識されるべきなの?
dataset/Cou042_Misato-chan isn't an imaginary friend, either..wav|それに、ミサトちゃんは空想の友達なんかじゃないよ
dataset/Cou043_It’s not a memory. It’s a record..wav|記憶じゃなくて記録だよ
dataset/Cou043_Professor Takashima didn’t exist, then?.wav|じゃあ、高島教授は存在しなかった?
dataset/Cou042_My memory....wav|私の記録
dataset/Cou042_You said that kids often have that, and that there’s nothing wrong with it, Touko-san..wav|子供にはよくあることで、全然悪いことなんかじゃないって言ってたよ、トウコさん。
dataset/Cou043_You would understand if you were connected..wav|トウコさんも繋がればわかるのに
dataset/Cou044_It’s okay, Touko-san..wav|いいよ東子さん
dataset/Cou044_I’m not gentle..wav|優しくなんかないよ
dataset/Cou045_You’re confident that that person exists. I can’t prove that she exists..wav|その人の存在に、私は証明できない。
dataset/Cou045_You’re confident, Touko-san..wav|トウコさんは自信があるんだよね
dataset/Cou045_I know Kyoko-chan, but who is Kaori-chan?.wav|キョウコちゃんは知ってるけど、カオリちゃんって誰?
dataset/Cou046_Complicated....wav|複雑
dataset/Cou045_Who did you see, Touko-san?.wav|トウコさんは誰に会ったの?
dataset/Cou046_Complicated?.wav|複雑?
dataset/Cou046_Do you have important people in your life aside from me?.wav|トウコさんはレイン以外に大切な人はいる?
dataset/Cou046_Is it tiresome?.wav|つらい?
dataset/Cou046_I want to know about you..wav|トウコさんのこと知りたいって
dataset/Cou043_There are records of his existence..wav|彼の記録が残っている
dataset/Cou046_I’m worried about you, Touko-san..wav|トウコさんが心配なの
dataset/Cou046_I do. But if I had to choose one person, I would choose you..wav|うん。でも誰か一人しか選べなかったら 誰を選ぶかって考えると、私はトウコさんなの。
dataset/Cou046_Too young?.wav|まだ早い?
dataset/Cou044_Will you finish your paper in time?.wav|論文に間に合わなくない?
dataset/Cou046_Will you continue to like me, Touko-san?.wav|トウコさん、私のこと好きでいてくれる?
dataset/Cou046_Won’t your lover be sad?.wav|先生の恋人は悲しまない?
dataset/Cou046_But I made you mad..wav|でも、私のことで苛立ってる
dataset/Cou046_Really? But is that okay? What about the other important people in your life?.wav|本当に?でもいいの?先生の大切な他の人達は?
dataset/Cou046_You seem to be busy lately, Touko-san..wav|トウコさんはこの頃忙しそうだね
dataset/Cou043_She doesn’t exist if she doesn’t have a human body?.wav|体がなかったら存在はなくなるの? あらない
dataset/Cou047_Aren’t you sad to be alone?.wav|一人じゃ寂しいくせに?
dataset/Cou047_A long time? Do you mean many times? Have I been seeing you too much?.wav|随分って多いって意味なの? トウコさんの中では過剰ってこと?
dataset/Cou047_I’m... Lain..wav|私は…レイン
dataset/Cou047_I haven’t changed..wav|私、渇くないよ
dataset/Cou047_But you said that I could talk. I want to know about you..wav|でも話をすればいいって 私は東子さんのことが知りたいから あなたのことが知りたいから
dataset/Cou047_No..wav|違うよ こっ
dataset/Cou047_There seem to be many areas left..wav|まだまだエリアは確保されてるから
dataset/Cou047_No, that’s not me. I think my personality is much different from that..wav|違ってるわ。私のパーソナリティは、もっと別の表現が適切だと思うの。
dataset/Cou047_Sure I am. You’re being silly, Touko-san..wav|そうよ。おかしなトウコさん
dataset/Cou048_Are you too proud to tell me?.wav|プライドが許さない?
dataset/Cou048_Is it something vague? Something about feeling dormant?.wav|潜在的な不安?何か漠然としたもの?
dataset/Cou048_Is that a symptom of an intermittent flow of thought?.wav|それは断続的な流れの中の一つの肖像?
dataset/Cou048_So that’s number one?.wav|それが一番なんだね
dataset/Cou048_That makes you happy?.wav|それは幸せなこと?
dataset/Cou048_You’re just Touko-san. You’re yourself..wav|トウコさんはトウコさんのままだよ
dataset/Cou043_You don't believe me, Touko-san?.wav|トウコさんも?
dataset/Cou048_Why?.wav|どうして? 何?
dataset/Cou049_Aren’t those feelings delusional?.wav|妄想じゃないの? アイリータ
dataset/Cou048_You can imagine yourself being unhappy?.wav|不幸な自分は想像できる?
dataset/Cou049_But I’m connected to you, Touko-san..wav|だって私、トウコさんと繋がってるんだもの
dataset/Cou049_I wonder if that’s true..wav|そうかなぁ
dataset/Cou049_No, I’m not. How about you, Touko-san?.wav|私はないよ トウコさんは?
dataset/Cou049_I’m sick. How about you?.wav|私は病気で、とうこさんは?
dataset/Cou047_You really didn’t like my questions?.wav|遠子さんは本当は家だったの? Gesundheits TWinklingStar
dataset/Cou049_You’re feeling delusional?.wav|妄想気分なのね
dataset/Cou049_The man you’re thinking about right now..wav|今、とうこさんが頭に浮かべてる人
dataset/Cou048_That’s really great, Touko-san..wav|そうなんだ。よかったね、トウコさん。
dataset/Cou050_Are you tired of doing miscellaneous chores?.wav|雑用で嫌になったの?
dataset/Cou047_What’s wrong? Are you angry? You can’t control your emotions?.wav|どうしたの? トウコさんは苛立ってるの? 感情が制御できないの? ねえ!
